customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST0200,56.0,Male,East,Secondary,Unemployed,863612.3845115649,211314.04570530227,Other,312.0,9,92,0.3526365156066009,2018-07-19,0
CUST0201,23.0,Female,South,Primary,Unemployed,655031.0988069567,163688.33388444333,Education,598.0,1,11,0.5750990141342892,2018-07-20,0
CUST0202,25.0,Male,West,Post-Graduate,Salaried,610608.0171704717,745.6860745009908,Business,375.0,6,181,0.6164091883829594,2018-07-21,1
CUST0203,44.0,Female,North,Graduate,Self-Employed,546804.8908706296,161165.30616988416,Education,350.0,8,87,0.4170849375739799,2018-07-22,0
CUST0204,26.0,Female,East,Graduate,Salaried,450294.2763851101,169438.0888931687,Car,448.0,5,37,0.16227132248841125,2018-07-23,0
CUST0205,54.0,Male,East,Graduate,Salaried,740106.3316947746,263366.10247740586,Car,421.0,9,63,0.3989077216741794,2018-07-24,1
CUST0206,50.0,Female,East,Post-Graduate,Self-Employed,528071.9739696094,1056648.7150940553,Home,510.0,1,76,0.6510140127673212,2018-07-25,0
CUST0207,68.0,Male,West,Primary,Unemployed,106586.05928256956,367867.46733725665,Home,579.0,11,173,0.6367963689042527,2018-07-26,0
CUST0208,59.0,Other,South,Secondary,Unemployed,276562.7076585995,8835.944934824278,Car,837.0,9,111,0.22815713056435422,2018-07-27,0
CUST0209,61.0,Male,South,Primary,Salaried,462830.84956145054,331116.7497802625,Other,455.0,9,129,0.10622717621517373,2018-07-28,0
CUST0210,,Male,East,Post-Graduate,,,177568.10291218953,Other,,8,162,0.7023852938368934,2018-07-29,0
CUST0211,,,North,Secondary,,,285958.48723435565,Business,,6,57,0.185094533108195,2018-07-30,0
CUST0212,49.0,Other,North,Post-Graduate,Salaried,743794.1579587327,207980.1484058733,Home,381.0,10,176,0.1658793151714284,2018-07-31,0
CUST0213,49.0,Female,South,Graduate,Salaried,109779.62719227502,313955.5536025469,Business,791.0,0,56,0.10216097346733077,2018-08-01,1
CUST0214,41.0,Female,North,Graduate,Salaried,528717.587301032,161263.8035447189,Home,655.0,11,30,0.44608106076554177,2018-08-02,1
CUST0215,58.0,Male,South,Post-Graduate,Self-Employed,136404.15492256905,90137.95748221877,Car,572.0,8,167,0.5026111207206515,2018-08-03,0
CUST0216,69.0,Female,East,Secondary,Salaried,651942.4590968337,342050.4287271063,Other,343.0,1,101,0.6101312369188725,2018-08-04,0
CUST0217,66.0,Male,South,Secondary,Salaried,481108.25711159944,188651.93541178587,Other,422.0,3,168,0.3368510725700687,2018-08-05,0
CUST0218,66.0,Female,South,Primary,Unemployed,583921.9944048236,222155.84736242105,Car,648.0,8,130,0.6683397731094239,2018-08-06,1
CUST0219,69.0,Male,East,Graduate,Salaried,,323475.1914044795,Business,629.0,3,125,0.23546548592555328,2018-08-07,0
CUST0220,29.0,Male,North,Primary,Salaried,755892.9863315502,96804.4757905565,Business,708.0,2,163,0.765592042488278,2018-08-08,0
CUST0221,56.0,Male,South,Primary,Salaried,708344.9328117702,259549.08976392573,Education,622.0,0,159,0.5574786631123565,2018-08-09,0
CUST0222,,Male,South,Post-Graduate,,,141010.5243537109,Home,,6,158,0.5671118586976388,2018-08-10,0
CUST0223,20.0,Female,East,Post-Graduate,Salaried,474096.55062731187,186783.06443556282,Business,388.0,5,10,0.2678203310232865,2018-08-11,0
CUST0224,66.0,Male,North,Primary,Salaried,615971.4570590265,207227.8965384289,Car,732.0,9,174,0.1592869994403106,2018-08-12,0
CUST0225,54.0,Female,South,Graduate,Self-Employed,358621.4864025302,49977.81385530639,Business,398.0,3,86,0.4717798424645372,2018-08-13,0
CUST0226,66.0,Male,East,Post-Graduate,Salaried,671111.1318041424,122116.29571795653,Other,838.0,5,94,0.5924895615378872,2018-08-14,1
CUST0227,34.0,Female,South,Primary,Unemployed,829896.1788647842,335107.28924131393,Home,445.0,5,55,0.17603716692934848,2018-08-15,0
CUST0228,66.0,Male,West,Primary,Salaried,714122.1119958372,288619.11885847955,Education,556.0,3,146,0.8604275796225334,2018-08-16,0
CUST0229,19.0,Male,East,Primary,Salaried,354079.5060385181,193736.04226727653,Home,488.0,5,154,0.8843314881862455,2018-08-17,0
CUST0230,19.0,Female,North,Primary,Salaried,572283.4634546206,224312.3458512893,Other,539.0,9,56,0.5363653563139936,2018-08-18,0
CUST0231,45.0,Male,North,Primary,Salaried,241371.69124827045,170575.74943635424,Other,802.0,10,68,0.860055324218725,2018-08-19,1
CUST0232,40.0,Male,North,Primary,Self-Employed,614478.0622351351,335658.3385827982,Other,570.0,7,63,0.24355619006468246,2018-08-20,0
CUST0233,54.0,Female,North,Post-Graduate,Salaried,590120.6825725078,179964.7422205836,Other,819.0,2,95,0.12033654814361992,2018-08-21,1
CUST0234,49.0,Female,South,Graduate,Salaried,126036.7320935672,223184.2092134848,Car,849.0,3,21,0.13152762823231195,2018-08-22,0
CUST0235,50.0,Male,South,Primary,Self-Employed,267643.23121752724,314603.0144142065,Education,413.0,9,15,0.5700099835414233,2018-08-23,0
CUST0236,,,North,Secondary,,,122262.85151540935,Other,,11,62,0.14931350674945884,2018-08-24,0
CUST0237,36.0,Female,North,Post-Graduate,Self-Employed,439828.0505718347,355878.9184496894,Other,658.0,0,153,0.8668364854592697,2018-08-25,1
CUST0238,19.0,Male,North,Post-Graduate,Salaried,258104.61291623893,46953.85902566233,Business,633.0,3,99,0.21354656860751886,2018-08-26,0
CUST0239,61.0,Male,South,Primary,Self-Employed,577795.7458704368,362964.2131112799,Education,468.0,10,14,0.34377824484238295,2018-08-27,0
CUST0240,43.0,Male,North,Post-Graduate,Salaried,550294.7217881024,162732.44160480253,Home,638.0,9,82,0.7580142415986788,2018-08-28,1
CUST0241,49.0,Female,North,Primary,Salaried,461146.1736042962,175730.12521747182,Education,560.0,9,183,0.27499225848327447,2018-08-29,0
CUST0242,23.0,Female,West,Graduate,Salaried,348841.6999683274,10998.982881705713,Education,498.0,11,23,0.2943747667636565,2018-08-30,0
CUST0243,49.0,Male,West,Graduate,Salaried,709741.4252833127,154520.5282622307,Education,510.0,8,181,0.6138471646328145,2018-08-31,0
CUST0244,21.0,Male,North,Post-Graduate,Salaried,831081.422617659,96019.34689731158,Other,586.0,7,115,0.32086887079140985,2018-09-01,1
CUST0245,28.0,Male,East,Post-Graduate,Salaried,403287.7032306926,139235.36546265273,Other,771.0,10,61,0.2739581072061602,2018-09-02,0
CUST0246,34.0,Female,North,Secondary,Self-Employed,377566.61656903586,186268.90342111205,Car,781.0,3,125,0.303342171444526,2018-09-03,1
CUST0247,55.0,Male,West,Post-Graduate,Salaried,598241.5330823993,295779.16144729056,Home,322.0,11,35,0.49251799947258146,2018-09-04,0
CUST0248,41.0,Male,East,Secondary,Salaried,428394.1240506028,220760.33514006258,Business,408.0,6,62,0.8728798981851857,2018-09-05,1
CUST0249,22.0,Female,East,Graduate,Salaried,472120.5598673532,230767.6653401114,Education,595.0,9,118,0.7657903532489827,2018-09-06,0
CUST0250,69.0,Male,North,Graduate,Unemployed,647930.6303449343,90448.06111544376,Home,305.0,2,38,0.3276882116481417,2018-09-07,0
CUST0251,51.0,Female,West,Primary,Salaried,118128.78249854146,111924.59103972699,Home,849.0,8,28,0.39069856679847825,2018-09-08,1
CUST0252,23.0,Male,West,Graduate,Salaried,763660.4649705339,379872.5018351312,Car,502.0,9,56,0.47160980040326195,2018-09-09,1
CUST0253,39.0,Male,East,Secondary,Self-Employed,514536.1048658683,126479.89652367534,Business,624.0,3,145,0.8831437176135923,2018-09-10,0
CUST0254,28.0,Male,North,Post-Graduate,Self-Employed,417701.3710875639,365620.8252057296,Education,543.0,1,32,0.23791237466857257,2018-09-11,0
CUST0255,65.0,Female,South,Primary,Salaried,482153.1691557102,175693.88011191334,Business,626.0,9,126,0.38598648279350634,2018-09-12,1
CUST0256,33.0,Female,South,Secondary,Self-Employed,492485.87100410374,200228.7936143504,Car,346.0,4,115,0.683540875186172,2018-09-13,0
CUST0257,50.0,Female,West,Post-Graduate,Self-Employed,153759.73931101494,307036.51602299296,Other,312.0,1,172,0.8711549874151546,2018-09-14,0
CUST0258,26.0,Male,South,Primary,Self-Employed,798987.6454906472,327189.24219386565,Home,679.0,9,62,0.22454017021139017,2018-09-15,1
CUST0259,23.0,Female,West,Graduate,Salaried,508265.1264541237,188918.74397209124,Education,664.0,5,105,0.28190396335547663,2018-09-16,0
CUST0260,33.0,Male,West,Secondary,Self-Employed,588600.426089475,161175.6946478461,Other,641.0,10,195,0.2805557395123442,2018-09-17,0
CUST0261,46.0,Male,West,Post-Graduate,Salaried,690309.9541148086,194407.95514777867,Car,520.0,9,14,0.11674562359365881,2018-09-18,1
CUST0262,,Female,South,Primary,,,233795.75282321183,Business,,0,25,0.5832924999847596,2018-09-19,0
CUST0263,37.0,Male,West,Primary,Salaried,594694.3798070457,289130.36868697556,Home,345.0,5,26,0.6365624593167151,2018-09-20,0
CUST0264,53.0,Male,East,Graduate,Salaried,446471.7818202413,200422.98589941516,Education,803.0,3,169,0.5820207121002027,2018-09-21,1
CUST0265,36.0,Male,North,Post-Graduate,Salaried,669354.1550432987,261888.62980231538,Other,573.0,2,111,0.15705839153025147,2018-09-22,0
CUST0266,43.0,Male,North,Graduate,Self-Employed,74554.51592970092,363835.9732270941,Other,507.0,1,189,0.15538410059650537,2018-09-23,1
CUST0267,20.0,Male,West,Graduate,Salaried,480181.1399517462,238130.96122647845,Home,423.0,6,29,0.26830924359529923,2018-09-24,1
CUST0268,36.0,Female,North,Post-Graduate,Salaried,379435.86884320766,231165.28560047783,Business,309.0,8,121,0.3322356125591317,2018-09-25,0
CUST0269,37.0,Male,South,Post-Graduate,Salaried,586452.5901268311,48108.91749099322,Car,628.0,11,129,0.729234924728038,2018-09-26,0
CUST0270,49.0,Female,South,Post-Graduate,Salaried,594008.8374736405,63073.01368290634,Business,486.0,2,120,0.2275122125991369,2018-09-27,0
CUST0271,24.0,Female,North,Secondary,Unemployed,358474.8210355948,238837.57292301685,Business,842.0,5,10,0.13527377311802571,2018-09-28,0
CUST0272,69.0,Male,South,Post-Graduate,Salaried,357565.2271647913,190517.57687191278,Business,359.0,8,67,0.4151900061704441,2018-09-29,0
CUST0273,58.0,Male,North,Primary,Salaried,477866.92628853413,148521.7325085258,Home,741.0,1,102,0.4331137361135363,2018-09-30,0
CUST0274,50.0,Male,North,Graduate,Salaried,320671.55453695834,224353.02041863446,Home,516.0,6,181,0.46072587055116343,2018-10-01,0
CUST0275,57.0,Female,North,Secondary,Salaried,668396.7390904254,193959.62708030918,Car,301.0,4,15,0.7615228352215748,2018-10-02,0
CUST0276,56.0,Male,West,Post-Graduate,,,312778.02506338985,Business,835.0,4,117,0.1784043318967534,2018-10-03,0
CUST0277,35.0,Female,North,Secondary,Self-Employed,-81397.64386432827,208611.0868258978,Home,655.0,10,112,0.6631536659375696,2018-10-04,0
CUST0278,,,West,Post-Graduate,,,125307.67149298324,Car,,6,59,0.37035645683623264,2018-10-05,0
CUST0279,18.0,Female,North,Secondary,Salaried,292291.2358312055,299016.6238959289,Car,390.0,8,127,0.34798410914837596,2018-10-06,0
CUST0280,28.0,Male,North,Graduate,Self-Employed,173744.83690781088,178286.89250537974,Business,466.0,3,119,0.846034500868784,2018-10-07,0
CUST0281,,,North,Graduate,,,252653.6683672307,Education,,8,97,0.2987748195333937,2018-10-08,0
CUST0282,42.0,Female,South,Primary,Self-Employed,521881.694366594,152258.92938071996,Business,581.0,10,29,0.6140254682714931,2018-10-09,0
CUST0283,67.0,Female,West,Primary,Salaried,765728.1656496462,135017.31145025635,Education,364.0,9,23,0.3201022059008737,2018-10-10,0
CUST0284,40.0,Male,West,Post-Graduate,Salaried,562636.894772996,208416.82301856962,Car,815.0,8,142,0.5057151061123081,2018-10-11,0
CUST0285,48.0,Female,North,Graduate,Salaried,378699.32235685206,201282.8643543685,Home,456.0,3,178,0.7290343140770223,2018-10-12,0
CUST0286,47.0,Male,North,Secondary,Self-Employed,591180.8390341406,247982.7035366833,Other,605.0,2,49,0.8053780188130085,2018-10-13,0
CUST0287,59.0,Female,South,Secondary,Self-Employed,408181.9379562016,173135.42466902576,Car,694.0,1,43,0.7709577922360403,2018-10-14,0
CUST0288,52.0,Female,South,Secondary,Salaried,361079.9261673711,16364.021622960281,Home,373.0,8,133,0.5657445889157119,2018-10-15,0
CUST0289,24.0,Male,South,Primary,Salaried,269127.4663534031,156722.61164116114,Car,486.0,11,54,0.2990530522705777,2018-10-16,1
CUST0290,,Male,West,Secondary,,,279381.8467143816,Business,636.0,1,89,0.6289867066094926,2018-10-17,0
CUST0291,43.0,Male,West,Primary,Self-Employed,422015.258688111,170262.39207568936,Education,539.0,5,80,0.6679240366236864,2018-10-18,1
CUST0292,65.0,Female,West,Primary,Unemployed,531610.6979840264,175361.6597485452,Car,832.0,4,164,0.10855359209080113,2018-10-19,0
CUST0293,,Female,North,Post-Graduate,,,298637.6505905937,Home,440.0,4,87,0.45136840874549966,2018-10-20,0
CUST0294,66.0,Male,West,Secondary,Salaried,416806.6144105283,128802.67727410773,Business,564.0,3,87,0.7746096342574115,2018-10-21,0
CUST0295,19.0,Male,East,Secondary,Salaried,310850.7878606438,45719.678175710025,Other,438.0,5,181,0.4916700769944379,2018-10-22,0
CUST0296,18.0,Female,East,Graduate,Self-Employed,621649.2383369937,183936.88804745057,Business,758.0,4,42,0.34910035373065695,2018-10-23,0
CUST0297,,Other,South,Post-Graduate,,,151582.6048751263,Education,,10,42,0.7974382168197302,2018-10-24,0
CUST0298,29.0,Female,West,Graduate,Salaried,655205.5827686951,103375.3680246746,Business,684.0,3,53,0.2247045580238446,2018-10-25,0
CUST0299,22.0,Male,East,Post-Graduate,Self-Employed,299556.5962146551,182462.15441013093,Other,497.0,8,29,0.2651561859329603,2018-10-26,0
CUST0300,,,South,Secondary,,,249150.56472467835,Home,,5,120,0.6498978935489067,2018-10-27,0
CUST0301,49.0,Male,West,Primary,Self-Employed,206642.9618768646,199071.14384321842,Car,730.0,10,173,0.38194875322126,2018-10-28,0
CUST0302,26.0,Female,North,Primary,Salaried,399719.5706228727,230698.10726862377,Education,624.0,9,16,0.6704134685870231,2018-10-29,0
CUST0303,58.0,Male,East,Primary,Unemployed,695062.4916955958,381340.7698515423,Other,741.0,9,169,0.2261628970075935,2018-10-30,0
CUST0304,52.0,Female,North,Primary,Salaried,603125.6176887912,165712.11384424358,Education,587.0,9,176,0.3018152716806768,2018-10-31,1
CUST0305,36.0,Male,West,Primary,Salaried,695684.4224056071,227834.86346446697,Business,525.0,2,33,0.22531790269090682,2018-11-01,0
CUST0306,65.0,Female,East,Graduate,Self-Employed,604428.5091867872,149078.66374008654,Education,363.0,9,79,0.8623282508508078,2018-11-02,0
CUST0307,33.0,Female,West,Post-Graduate,Salaried,279266.03429392615,115364.02801130271,Other,797.0,5,121,0.42432316868073927,2018-11-03,0
CUST0308,,Female,North,Secondary,,,141509.23465822302,Car,359.0,0,113,0.3697759279281808,2018-11-04,1
CUST0309,37.0,Male,East,Graduate,Self-Employed,343960.17417650745,152124.14284783113,Car,696.0,4,63,0.11136172493661177,2018-11-05,0
CUST0310,41.0,Male,North,Post-Graduate,Salaried,766114.980807808,235947.57975471255,Education,556.0,9,47,0.22273406352870995,2018-11-06,0
CUST0311,50.0,Male,West,Primary,Salaried,260642.27071473768,434907.57867007575,Home,538.0,5,83,0.4369086849939996,2018-11-07,0
CUST0312,41.0,Female,West,Post-Graduate,Salaried,678739.5378778222,128395.65637241596,Education,337.0,10,89,0.15480223405751525,2018-11-08,0
CUST0313,,,North,Post-Graduate,,,158337.46943845376,Business,,7,41,0.5085914636049735,2018-11-09,0
CUST0314,28.0,Female,East,Primary,Unemployed,865924.0403432174,193687.69868887519,Car,709.0,10,54,0.4640123507715582,2018-11-10,0
CUST0315,66.0,Female,North,Primary,Self-Employed,418062.6814741005,239579.8848709747,Car,760.0,8,70,0.7137345122754816,2018-11-11,1
CUST0316,25.0,Female,West,Primary,Self-Employed,642464.4319160325,226355.0811954785,Car,716.0,10,62,0.6278421611202533,2018-11-12,0
CUST0317,53.0,Male,North,Secondary,Self-Employed,956330.3673077686,328409.5793948117,Home,656.0,2,137,0.45675784425645904,2018-11-13,0
CUST0318,55.0,Female,West,Primary,Salaried,376471.66461326065,42639.20705352083,Home,682.0,1,188,0.27972856008405717,2018-11-14,0
CUST0319,57.0,Male,North,Secondary,,,38692.987019567285,Other,457.0,3,85,0.681490852814245,2018-11-15,0
CUST0320,,,East,Primary,,,150412.18279898507,Education,,7,193,0.6662896827633633,2018-11-16,0
CUST0321,52.0,Female,East,Secondary,Self-Employed,642542.4057722662,309730.01875437086,Education,347.0,10,36,0.22263692841230995,2018-11-17,0
CUST0322,65.0,Male,North,Post-Graduate,Self-Employed,123369.95838828327,43435.19683944038,Business,627.0,7,175,0.8318014651403222,2018-11-18,0
CUST0323,42.0,Male,North,Graduate,Salaried,425536.18941241544,100763.23396937572,Car,732.0,2,71,0.15152409281203455,2018-11-19,0
CUST0324,52.0,Female,East,Post-Graduate,Self-Employed,587462.6374077922,257117.94062192086,Home,730.0,3,27,0.14403016711417296,2018-11-20,0
CUST0325,42.0,Male,West,Post-Graduate,Salaried,537035.1073659828,224365.72237027145,Business,355.0,2,136,0.2498803341299416,2018-11-21,0
CUST0326,46.0,Female,East,Primary,Salaried,585088.9728368345,90979.15932005702,Business,567.0,9,118,0.827568638439017,2018-11-22,0
CUST0327,35.0,Male,West,Secondary,Salaried,544457.9711601709,101446.03992790701,Home,368.0,1,112,0.5159984992295374,2018-11-23,0
CUST0328,63.0,Male,North,Graduate,,,103025.62803653255,Education,748.0,3,86,0.7303527365383201,2018-11-24,1
CUST0329,,,North,Primary,,,211053.531747394,Car,,5,126,0.28227455046120054,2018-11-25,0
CUST0330,19.0,Male,West,Primary,Self-Employed,364600.97230829374,137368.4723816993,Education,789.0,10,113,0.4921775797229927,2018-11-26,0
CUST0331,52.0,Female,North,Primary,Self-Employed,345468.11094583524,249406.39189755195,Business,348.0,10,167,0.3866315708991058,2018-11-27,1
CUST0332,33.0,Male,West,Post-Graduate,Salaried,666038.362372522,85462.66629043908,Car,615.0,4,58,0.7622628856529542,2018-11-28,0
CUST0333,58.0,Female,South,Secondary,Unemployed,680079.7176790127,114314.81348722008,Other,712.0,2,178,0.11808355148738131,2018-11-29,1
CUST0334,53.0,Male,East,Secondary,Salaried,590245.0638637017,87394.60390889498,Business,733.0,1,125,0.2950741839728843,2018-11-30,0
CUST0335,50.0,Female,South,Graduate,Salaried,736698.7333779855,174365.93216275077,Education,301.0,8,150,0.22205937944190302,2018-12-01,0
CUST0336,21.0,Female,West,Secondary,Salaried,264391.8265247239,146195.22415098615,Education,444.0,0,171,0.7873512309772556,2018-12-02,0
CUST0337,50.0,Female,East,Secondary,Self-Employed,833444.8223102274,279784.37798957666,Education,665.0,8,109,0.4740350797550126,2018-12-03,1
CUST0338,31.0,Male,West,Primary,Self-Employed,804647.7243424517,14066.322833994258,Home,719.0,0,134,0.423376035114573,2018-12-04,0
CUST0339,38.0,Male,East,Primary,Salaried,647124.3994491494,204549.1476330752,Business,743.0,6,34,0.45958620968086394,2018-12-05,1
CUST0340,65.0,Male,East,Post-Graduate,Salaried,856359.781754212,255833.64232117054,Car,733.0,5,137,0.8775396405618682,2018-12-06,0
CUST0341,37.0,Female,East,Primary,Self-Employed,168675.35846444522,385664.74365619547,Education,356.0,6,109,0.7802139154687393,2018-12-07,1
CUST0342,25.0,Male,East,Primary,Salaried,395110.37274746964,151823.40289065248,Education,477.0,2,155,0.665095017480246,2018-12-08,0
CUST0343,24.0,Male,West,Primary,Self-Employed,352939.3078636095,232445.8604352517,Home,592.0,2,14,0.33238316737860374,2018-12-09,0
CUST0344,20.0,Female,East,Primary,Unemployed,644295.8647514686,19613.720743763493,Car,345.0,10,28,0.23213839961475824,2018-12-10,1
CUST0345,34.0,Male,East,Post-Graduate,Salaried,289971.8520795709,39195.62043130238,Business,469.0,0,179,0.8371469032195628,2018-12-11,1
CUST0346,50.0,Female,South,Primary,Salaried,651499.029867497,284477.43757817,Other,570.0,3,27,0.4384604182371863,2018-12-12,0
CUST0347,,,North,Graduate,,,199443.97063519293,Home,,11,130,0.32300463957490333,2018-12-13,0
CUST0348,29.0,Male,North,Graduate,Self-Employed,639040.5800167999,317851.2689798423,Business,438.0,1,41,0.4767366611341084,2018-12-14,0
CUST0349,68.0,Female,South,Graduate,Salaried,556750.2047323002,62659.711103025096,Other,546.0,9,158,0.8342779382562817,2018-12-15,0
CUST0350,39.0,Male,South,Graduate,Unemployed,302425.33181985014,251990.21395287526,Education,447.0,7,19,0.4096538507130346,2018-12-16,0
CUST0351,39.0,Female,West,Primary,Salaried,330629.80677492707,386881.7840543853,Education,529.0,2,46,0.5501127977984795,2018-12-17,0
CUST0352,63.0,Male,West,Graduate,Salaried,749923.7810593334,241970.5608357266,Car,673.0,6,186,0.7423730408868535,2018-12-18,0
CUST0353,47.0,Male,West,Primary,Self-Employed,655869.8007810665,227658.15055910486,Other,379.0,6,95,0.441706024838713,2018-12-19,0
CUST0354,55.0,Female,South,Post-Graduate,Self-Employed,492196.0961244912,200855.60808243498,Education,364.0,11,22,0.2868334415410947,2018-12-20,0
CUST0355,55.0,Female,South,Graduate,Salaried,416418.0908468219,42911.85428740879,Education,387.0,8,192,0.8956205987064267,2018-12-21,0
CUST0356,62.0,Female,East,Secondary,Self-Employed,94838.42537772463,335557.2935710348,Car,387.0,5,154,0.8652566859617278,2018-12-22,0
CUST0357,68.0,Male,West,Graduate,Salaried,285829.51626311225,2390557.8027348206,Business,503.0,0,18,0.7747833353004112,2018-12-23,0
CUST0358,25.0,Female,West,Graduate,Salaried,882283.8174279446,250448.3256383017,Education,681.0,7,97,0.650699103508738,2018-12-24,0
CUST0359,44.0,Male,West,Primary,Salaried,243908.88579950665,43696.56934287466,Home,775.0,0,181,0.3358925024557576,2018-12-25,0
CUST0360,44.0,Male,North,Graduate,Self-Employed,537895.9642442161,82054.03354922196,Home,838.0,2,55,0.8307303505312257,2018-12-26,0
CUST0361,51.0,Female,East,Secondary,Salaried,701488.7946390397,343508.73992222355,Business,513.0,10,145,0.320445336096983,2018-12-27,1
CUST0362,38.0,Male,West,Primary,Salaried,249015.4663995415,165269.7711042157,Other,373.0,4,128,0.740647595741466,2018-12-28,0
CUST0363,47.0,Other,West,Primary,Salaried,536942.0949562166,345327.54760425445,Car,360.0,7,174,0.8346065343530451,2018-12-29,1
CUST0364,50.0,Male,West,Post-Graduate,Self-Employed,687583.107502131,192176.93409414822,Home,842.0,8,28,0.5824030723439292,2018-12-30,0
CUST0365,45.0,Male,North,Post-Graduate,Self-Employed,502499.86438145005,15810.222704214248,Home,518.0,6,183,0.7424449743129431,2018-12-31,1
CUST0366,64.0,Female,North,Graduate,Self-Employed,1073680.6111333538,289206.75997317204,Business,311.0,8,103,0.7333560793613974,2019-01-01,0
CUST0367,50.0,Female,South,Post-Graduate,Salaried,166280.14822436095,141010.76822443923,Other,714.0,10,35,0.2545262008967839,2019-01-02,0
CUST0368,22.0,Female,East,Post-Graduate,Self-Employed,711745.7059767758,269868.88135170436,Other,331.0,2,55,0.6343395788768678,2019-01-03,0
CUST0369,65.0,Female,South,Post-Graduate,Salaried,465439.6525207071,202521.08675400823,Business,459.0,4,127,0.17477434952355486,2019-01-04,0
CUST0370,36.0,Female,East,Primary,Self-Employed,654384.030967335,45688.17720571297,Home,536.0,9,55,0.5062801145099851,2019-01-05,0
CUST0371,,,North,Primary,,,216429.4765370569,Car,,7,23,0.229788438512462,2019-01-06,0
CUST0372,,,West,Primary,,,419622.3142152799,Home,,11,94,0.4330795990371453,2019-01-07,0
CUST0373,66.0,Male,South,Post-Graduate,Self-Employed,545799.278491868,249298.6458514459,Other,757.0,0,72,0.7663856597587502,2019-01-08,0
CUST0374,34.0,Male,West,Primary,Salaried,128419.70972034254,194248.22469945368,Home,379.0,7,81,0.8897342717041635,2019-01-09,0
CUST0375,61.0,Male,South,Post-Graduate,Salaried,620649.5001142788,307534.34019568976,Car,772.0,6,12,0.35436786532769415,2019-01-10,1
CUST0376,45.0,Other,North,Primary,Salaried,559631.6931981051,221066.84652031108,Education,411.0,0,37,0.5255645590265413,2019-01-11,0
CUST0377,47.0,Female,North,Primary,Salaried,627732.0337286205,220953.42302627943,Home,591.0,9,134,0.5090384194963908,2019-01-12,0
CUST0378,46.0,Male,North,Secondary,Salaried,711623.66501743,90837.48278408973,Business,682.0,11,166,0.8635212078648528,2019-01-13,0
CUST0379,63.0,Female,South,Graduate,Self-Employed,573523.9680419422,223384.80257895985,Education,316.0,9,96,0.4828669859462188,2019-01-14,1
CUST0380,23.0,Female,East,Post-Graduate,Salaried,529617.8839596552,303544.3416416945,Business,792.0,11,155,0.6592849643197582,2019-01-15,0
CUST0381,52.0,Male,South,Secondary,Self-Employed,323786.3326677416,116393.78478999753,Business,630.0,5,172,0.8374313864868209,2019-01-16,0
CUST0382,58.0,Female,East,Primary,Salaried,357555.8472701898,342449.5821246948,Business,785.0,0,86,0.39870284762947206,2019-01-17,0
CUST0383,54.0,Female,South,Post-Graduate,Salaried,,190829.3975854874,Home,705.0,1,85,0.8216977905963101,2019-01-18,0
CUST0384,41.0,Male,South,Primary,Self-Employed,787267.0811411957,111223.04884614593,Other,416.0,4,184,0.8339649775128108,2019-01-19,0
CUST0385,46.0,Female,North,Graduate,Salaried,452377.9127375892,299763.2076920244,Education,414.0,1,123,0.8445300031737045,2019-01-20,0
CUST0386,66.0,Male,West,Secondary,Salaried,509200.5494506548,171320.57642617307,Car,848.0,9,142,0.3163569483771411,2019-01-21,1
CUST0387,63.0,Female,West,Graduate,Self-Employed,319077.1250012468,275951.4887486108,Other,846.0,0,84,0.4202844754159668,2019-01-22,0
CUST0388,48.0,Other,East,Secondary,Salaried,734551.369053489,170824.1367741463,Home,635.0,5,68,0.7963167265805615,2019-01-23,0
CUST0389,52.0,Female,West,Primary,Salaried,633083.3647383557,194017.38564700962,Business,635.0,7,68,0.38732945942433505,2019-01-24,0
CUST0390,50.0,Male,South,Graduate,Salaried,888243.4872927498,249356.02043342916,Car,446.0,7,56,0.5802024263468041,2019-01-25,0
CUST0391,69.0,Female,South,Graduate,Unemployed,324335.3845640522,229089.7057590006,Education,421.0,7,104,0.19444360580804157,2019-01-26,0
CUST0392,38.0,Female,North,Primary,Self-Employed,424398.42019635654,446.821954826155,Other,380.0,10,150,0.1450199904889926,2019-01-27,0
CUST0393,49.0,Male,North,Graduate,Self-Employed,546289.1845051144,87875.62599056082,Other,674.0,5,87,0.42959519159373805,2019-01-28,0
CUST0394,40.0,Female,West,Post-Graduate,Self-Employed,629297.9075451541,292940.99847908155,Car,362.0,10,122,0.563133226074174,2019-01-29,0
CUST0395,50.0,Male,East,Secondary,Salaried,456866.47249047353,186786.34110984526,Home,803.0,2,118,0.41415929068715307,2019-01-30,0
CUST0396,20.0,Female,West,Secondary,Salaried,325407.7819092599,147626.86972285784,Education,748.0,0,115,0.5621886161286737,2019-01-31,0
CUST0397,35.0,Male,West,Secondary,Self-Employed,676281.5057847142,64142.59847425256,Car,727.0,1,98,0.512067500937428,2019-02-01,0
CUST0398,42.0,Male,West,Post-Graduate,Salaried,644227.0725091163,92026.36787241515,Business,726.0,4,42,0.6485657834288607,2019-02-02,0
CUST0399,59.0,Male,West,Secondary,Salaried,316745.179887255,2179.8639961947338,Education,720.0,9,106,0.6196259448523118,2019-02-03,0
CUST0400,48.0,Female,South,Primary,Salaried,771088.5602210992,189871.92812984672,Other,621.0,4,199,0.43939656256526405,2019-02-04,0
